"AWAY_2PA"	"AWAY_2PM"	"AWAY_3PA"	"AWAY_3PM"	"AWAY_FTA"	"AWAY_FTM"	"AWAY_TO"	"AWAY_ORB"	"AWAY_DRB"	"HOME_2PA"	"HOME_2PM"	"HOME_3PA"	"HOME_3PM"	"HOME_FTA"	"HOME_FTM"	"HOME_TO"	"HOME_ORB"	"HOME_DRB"	"WINNER"
"991"	66.46875	32.65625	13.34375	3.875	25.9375	18.96875	14.96875	12.09375	28.8125	68.1176470588235	34.1764705882353	17.7352941176471	6.82352941176471	32.4411764705882	26.0882352941176	14.2058823529412	11.9411764705882	30.6176470588235	"H"
"992"	60.7714285714286	28.6857142857143	18.6857142857143	6.97142857142857	23.4285714285714	19.2571428571429	16.0285714285714	8.91428571428571	27.2285714285714	58.7352941176471	28.5882352941176	27.3529411764706	10.1470588235294	25.6764705882353	20.2647058823529	14.5294117647059	11.7058823529412	31.7352941176471	"A"
"993"	66.8787878787879	33.1515151515151	14.3030303030303	4.48484848484848	27.7878787878788	21.5757575757576	16	11.5757575757576	28.6969696969697	68.6	32.2857142857143	11.2857142857143	4.17142857142857	25.3428571428571	19.2857142857143	16.5428571428571	11.8571428571429	31.2857142857143	"A"
"994"	65.8823529411765	31.3235294117647	14.7352941176471	4.70588235294118	21.7941176470588	16.4117647058824	14.1764705882353	10.7647058823529	27.9411764705882	61.1764705882353	30.2352941176471	18.1764705882353	6.67647058823529	33.3235294117647	25.0882352941176	15.2352941176471	11.3823529411765	31.3235294117647	"H"
"995"	59.5714285714286	28.1428571428571	19.8571428571429	7.34285714285714	26.3142857142857	19.0285714285714	12.4857142857143	10.6857142857143	28.8571428571429	58.0625	29.5	20.6875	8.0625	25.3125	19.6875	12.65625	10.78125	31.25	"H"
"996"	59.4166666666667	29.6944444444444	16.1111111111111	6.13888888888889	26.1666666666667	20.1388888888889	16.8888888888889	10.6944444444444	32.1944444444444	63.6285714285714	30.3142857142857	13.5714285714286	4.71428571428571	25.8	19.5714285714286	14.8	10.6	29.2285714285714	"A"
"997"	64.5675675675676	30.9189189189189	21.027027027027	7.67567567567568	21.4324324324324	17.6216216216216	15.027027027027	11.027027027027	30.5405405405405	59.9444444444444	28.5555555555556	15.8888888888889	5.63888888888889	26	19.7777777777778	15.6944444444444	10.8055555555556	30.1388888888889	"A"
"998"	66.4375	33.90625	17.90625	6.40625	26.09375	20.4375	13.1875	12.03125	30.0625	68.8125	32.625	14.59375	5.5	27.53125	21.84375	14.0625	12.28125	30.96875	"A"
"999"	57.7272727272727	27.8787878787879	29.8181818181818	10.4848484848485	20.8484848484848	16.4545454545455	14.2121212121212	10.4848484848485	30.7878787878788	52.1515151515151	26.0909090909091	25.8484848484848	9.6969696969697	28.7575757575758	20.6060606060606	14.8787878787879	11.1818181818182	33.7575757575758	"H"
"1000"	58.9714285714286	27.7428571428571	19.1714285714286	7.51428571428571	22.6	17.1142857142857	13.2	11.5142857142857	28.4571428571429	66.4571428571429	31.5714285714286	16.9142857142857	6.2	27.2285714285714	21.4	13.3714285714286	12.8	29.2	"A"
"1001"	66.0285714285714	31.3714285714286	14.6	4.68571428571429	22.2571428571429	16.7142857142857	14.4285714285714	10.9714285714286	27.9428571428571	64.5588235294118	35.5294117647059	16.4705882352941	6.5	27.0294117647059	20.2352941176471	15.2352941176471	10.7352941176471	31.6764705882353	"H"
"1002"	57.4444444444444	28.0277777777778	20.6388888888889	7.91666666666667	24.75	18.0833333333333	13.3888888888889	10.75	30.5555555555556	58.9705882352941	27.5588235294118	21.2941176470588	7.97058823529412	25.0882352941176	19.6764705882353	13.1176470588235	11.2647058823529	29.7941176470588	"A"
"1003"	67.9705882352941	31.4411764705882	17.9411764705882	6.38235294117647	26.7941176470588	20.4705882352941	15.7647058823529	11.4705882352941	30.1176470588235	57.2285714285714	28.3142857142857	19.0285714285714	6.88571428571429	23.8	19.1428571428571	12.7428571428571	10.3714285714286	30.2285714285714	"H"
"1004"	57.6764705882353	27.4705882352941	20.4117647058824	7.64705882352941	23.9411764705882	19.2058823529412	14.4705882352941	9.91176470588235	30.9117647058824	58.2647058823529	29.4117647058824	20.0588235294118	8.14705882352941	19.6764705882353	14.4411764705882	11.7647058823529	8.5	32.2058823529412	"A"
"1005"	64.4545454545455	29.4848484848485	18.6363636363636	6.75757575757576	22.7575757575758	17.4848484848485	15.2727272727273	11.1515151515152	29.1212121212121	65.2424242424242	31.5757575757576	14.5151515151515	5.60606060606061	22.8787878787879	19.5757575757576	12.7272727272727	8.87878787878788	30.7575757575758	"H"
"1006"	63	30.2424242424242	19.6363636363636	6.45454545454545	20.8484848484848	16.030303030303	12	10.4242424242424	27.9090909090909	67.8571428571429	32.7714285714286	12	4.11428571428571	22.4857142857143	16.7428571428571	12.1714285714286	11.6285714285714	29.6857142857143	"A"
"1007"	71.7878787878788	32.7878787878788	11.969696969697	4.03030303030303	25.9393939393939	21.1212121212121	16.7272727272727	13.0606060606061	29.4545454545455	65.9428571428571	31.2285714285714	17.9714285714286	5.94285714285714	25.2857142857143	18.8	14.0571428571429	12.2	29.4	"A"
"1008"	67	32.6969696969697	13.4242424242424	3.87878787878788	26.3636363636364	19.3333333333333	14.9090909090909	12.4848484848485	28.6969696969697	63.0606060606061	29.6969696969697	19.4242424242424	6.90909090909091	27.7272727272727	21.7878787878788	15.3333333333333	11.0606060606061	30.1515151515152	"A"
"1009"	66.8918918918919	31.027027027027	16.5945945945946	6.37837837837838	23.0540540540541	18.1081081081081	15.7567567567568	12.0540540540541	29.9189189189189	66.7142857142857	31.6285714285714	14.6857142857143	4.97142857142857	24.1428571428571	18.8	13.7428571428571	12.4285714285714	28.1142857142857	"A"
"1010"	61.9428571428571	30.6	16.7714285714286	6.11428571428571	27.8	21.2571428571429	15.9142857142857	11.0857142857143	29.6285714285714	64.7714285714286	35.6571428571429	16.5714285714286	6.62857142857143	26.8285714285714	20.0857142857143	15.0571428571429	10.7428571428571	31.8571428571429	"H"
"1011"	64.2941176470588	29.3529411764706	18.5588235294118	6.67647058823529	22.7352941176471	17.3823529411765	15.2647058823529	10.8823529411765	29.2058823529412	62.1176470588235	32.2941176470588	16.5294117647059	6.67647058823529	25.8529411764706	19.8823529411765	14.4117647058824	10.5882352941176	31.4117647058824	"H"
"1012"	64.6060606060606	30.1212121212121	13.1515151515152	4.57575757575758	24.4848484848485	18.3939393939394	15.3636363636364	10.4242424242424	27.4242424242424	60.5142857142857	30	19.9714285714286	7.45714285714286	24.5428571428571	18.5142857142857	13.0857142857143	9.97142857142857	30.3142857142857	"H"
"1013"	63.3529411764706	29.4411764705882	18.8235294117647	6.76470588235294	23.4117647058824	18.8235294117647	14.5	11.9117647058824	30.3235294117647	58.0882352941176	29.8823529411765	20.2058823529412	7.20588235294118	24.2058823529412	18.0294117647059	13.0882352941176	10.4705882352941	30.3823529411765	"H"
"1014"	51.2857142857143	25.4571428571429	27.1714285714286	10.8285714285714	26.0571428571429	19	13.7428571428571	8.88571428571429	32.8571428571429	58.9714285714286	28.6	27.1714285714286	10.0285714285714	25.6285714285714	20.2	14.4571428571429	11.7142857142857	31.5142857142857	"A"
"1015"	66.7647058823529	32.7941176470588	13.4117647058824	3.97058823529412	26.3823529411765	19.3235294117647	14.9411764705882	12.2647058823529	28.7058823529412	61.3235294117647	30.7941176470588	18.6176470588235	6.82352941176471	26.3235294117647	20.3823529411765	12.3235294117647	14.2058823529412	28.6176470588235	"A"
"1016"	66.3030303030303	30.8484848484848	13.969696969697	4.96969696969697	22.3939393939394	16.969696969697	11.4848484848485	11.3030303030303	29.8181818181818	68.6060606060606	32.6363636363636	14.6060606060606	5.51515151515152	27.5757575757576	21.9393939393939	14.3333333333333	12.1515151515152	31.1515151515152	"H"
"1017"	67.8	31.3428571428571	17.9714285714286	6.31428571428571	26.8	20.4857142857143	15.8	11.4285714285714	30.3142857142857	58.7142857142857	29.4285714285714	19.7142857142857	8.02857142857143	19.6	14.4	11.8	8.62857142857143	32.0857142857143	"H"
"1018"	57.8285714285714	27.5142857142857	20.1142857142857	7.57142857142857	23.8	19.0571428571429	14.4857142857143	9.88571428571429	30.9428571428571	66.5428571428571	34.1428571428571	13.4	5.02857142857143	28	21.6	14	11.7428571428571	30.2857142857143	"H"
"1019"	66.5454545454545	33.9090909090909	18	6.54545454545455	26.1515151515152	20.3030303030303	13.1212121212121	12.0909090909091	29.9090909090909	68.6666666666667	32.3333333333333	11.4166666666667	4.19444444444444	25.0277777777778	19.0555555555556	16.5833333333333	11.9166666666667	31.3055555555556	"A"
"1020"	59.2432432432432	29.8108108108108	16.2162162162162	6.16216216216216	26.0810810810811	20.027027027027	16.8918918918919	10.5945945945946	32.1621621621622	51.9117647058824	26.0588235294118	26.0882352941176	9.79411764705882	28.8235294117647	20.6176470588235	14.8823529411765	11.1176470588235	33.6176470588235	"H"
"1021"	61	29.2121212121212	16.5454545454545	6.51515151515152	21.3333333333333	15.6060606060606	15.2121212121212	10.3939393939394	27.4242424242424	66.6666666666667	31.5	15	5.08333333333333	24.1111111111111	18.7777777777778	13.5277777777778	12.4722222222222	28.3055555555556	"H"
"1022"	62	30.5277777777778	16.8888888888889	6.22222222222222	27.9444444444444	21.4722222222222	15.8888888888889	11.1111111111111	29.3888888888889	57.5833333333333	28.5	18.9444444444444	6.80555555555556	23.6944444444444	19.0833333333333	12.7777777777778	10.3611111111111	30.4166666666667	"A"
"1023"	68.1666666666667	31.5	17.7777777777778	6.27777777777778	26.6666666666667	20.3888888888889	15.6111111111111	11.5	30.1944444444444	63.4545454545455	32.4242424242424	19	6.96969696969697	23.6666666666667	19.2727272727273	13.4848484848485	11.1818181818182	32.4242424242424	"H"
"1024"	64.0571428571429	29.2571428571429	18.4571428571429	6.62857142857143	22.5428571428571	17.1714285714286	15.5428571428571	10.8285714285714	29.2571428571429	59.1666666666667	28.5555555555556	27	10	25.8333333333333	20.2222222222222	14.4444444444444	11.7222222222222	31.6388888888889	"A"
"1025"	62.8823529411765	30.2352941176471	19.3823529411765	6.41176470588235	21.2352941176471	16.3235294117647	11.8529411764706	10.2352941176471	27.8529411764706	65.5454545454545	30.4848484848485	21.2121212121212	8.24242424242424	24.8181818181818	19.5757575757576	14.7878787878788	11.6060606060606	34.1212121212121	"H"
"1026"	64.2571428571429	29.4	16.5142857142857	5.82857142857143	24.3142857142857	19	15.1428571428571	11.4857142857143	28.5142857142857	65.8823529411765	31.8529411764706	14.4705882352941	5.52941176470588	22.6470588235294	19.2647058823529	12.6764705882353	9.02941176470588	31.1176470588235	"H"
"1027"	63.0857142857143	29.2285714285714	18.8857142857143	6.88571428571429	23.5142857142857	18.8571428571429	14.4285714285714	11.9142857142857	30.1142857142857	67.6470588235294	32.5588235294118	13.1470588235294	4.5	25.7941176470588	19.2058823529412	13.9705882352941	13.2941176470588	29.6470588235294	"H"
"1028"	59.2	28.4285714285714	20.6285714285714	8	23.6	18.4571428571429	13.2571428571429	9.54285714285714	29.0571428571429	58.2121212121212	29.5757575757576	20.5151515151515	8	25.3030303030303	19.6969696969697	12.6969696969697	10.6666666666667	31.3636363636364	"H"
"1029"	61.2647058823529	28.8823529411765	19.7352941176471	7.44117647058824	19.7352941176471	15.6470588235294	12.2352941176471	8.91176470588235	32.6176470588235	58.2571428571429	30.0857142857143	20.2857142857143	7.25714285714286	23.8285714285714	17.7428571428571	12.9714285714286	10.4857142857143	30.4	"A"
"1030"	67.1764705882353	33.3529411764706	14.0882352941176	4.38235294117647	27.7352941176471	21.4705882352941	15.8235294117647	11.5588235294118	28.7352941176471	64.6666666666667	35.5833333333333	16.5555555555556	6.61111111111111	27.3055555555556	20.4722222222222	15.1944444444444	10.8611111111111	31.8333333333333	"H"
"1031"	66.7352941176471	34.0294117647059	17.8529411764706	6.5	25.8823529411765	20.1764705882353	13.1176470588235	12	29.9705882352941	67.8055555555556	32.7777777777778	12	4.05555555555556	22.6111111111111	16.9444444444444	12.1111111111111	11.6111111111111	29.5555555555556	"A"
"1032"	62.9714285714286	30.1714285714286	19.3142857142857	6.31428571428571	21.4571428571429	16.5142857142857	11.7142857142857	10.2	28.0571428571429	68.6470588235294	32.6176470588235	14.5882352941176	5.5	27.5	21.8823529411765	14.2352941176471	12.1764705882353	31.0588235294118	"H"
"1033"	62.0588235294118	32.7058823529412	18.2941176470588	6.79411764705882	26.7058823529412	20.3235294117647	16.3529411764706	10.0294117647059	30.0294117647059	61.4857142857143	30.8	19.0571428571429	6.91428571428571	26.0571428571429	20.2571428571429	12.3428571428571	14.3714285714286	28.3714285714286	"H"
"1034"	59.2631578947368	29.7894736842105	16.2105263157895	6.10526315789474	25.7894736842105	19.8157894736842	16.9210526315789	10.6315789473684	32.2368421052632	58.4166666666667	30.0555555555556	20.0555555555556	7.25	23.75	17.6111111111111	12.9444444444444	10.5	30.2777777777778	"A"
"1035"	60.8823529411765	29.2647058823529	16.5882352941176	6.44117647058824	21.5882352941176	15.7058823529412	15.3235294117647	10.4705882352941	27.4411764705882	67.4	32.3428571428571	13.1142857142857	4.48571428571429	26.2	19.6285714285714	13.8857142857143	13.1714285714286	29.7142857142857	"A"
"1036"	61.9189189189189	30.4324324324324	17.027027027027	6.27027027027027	27.8378378378378	21.5135135135135	15.7837837837838	11.1081081081081	29.3513513513514	63.5588235294118	32.7647058823529	18.8823529411765	6.88235294117647	23.9117647058824	19.5294117647059	13.5	11.0882352941176	32.5294117647059	"A"
"1037"	64.4444444444444	29.7222222222222	18.4722222222222	6.72222222222222	22.5277777777778	17.1944444444444	15.5555555555556	10.9166666666667	29.25	58.8333333333333	29.5833333333333	19.6111111111111	7.97222222222222	19.8055555555556	14.5277777777778	11.75	8.55555555555556	32.1666666666667	"H"
"1038"	66.5142857142857	33.8857142857143	17.8571428571429	6.48571428571429	25.6857142857143	20.0571428571429	13.1142857142857	11.8571428571429	30.0285714285714	59	27.6	21.2	7.82857142857143	25.1428571428571	19.7142857142857	12.8857142857143	11.1142857142857	29.8285714285714	"A"
"1039"	64.4705882352941	30.0588235294118	13.0294117647059	4.5	24.5	18.4411764705882	15.5294117647059	10.3823529411765	27.4705882352941	62.7647058823529	29.5882352941176	19.6470588235294	6.97058823529412	27.7058823529412	21.7647058823529	15.4411764705882	11.1764705882353	30	"A"
"1040"	64.2222222222222	29.4166666666667	16.8055555555556	6.02777777777778	23.8888888888889	18.6666666666667	15.1111111111111	11.5	28.3333333333333	52.0285714285714	25.8857142857143	26.0571428571429	9.8	28.4857142857143	20.4285714285714	14.8571428571429	11.1714285714286	33.4571428571429	"H"
"1041"	62.7222222222222	28.8611111111111	19.1111111111111	7.02777777777778	23.5	18.8888888888889	14.4444444444444	11.8888888888889	29.9722222222222	58.0588235294118	29.4117647058824	20.4117647058824	8.02941176470588	25.3235294117647	19.7941176470588	12.7647058823529	10.7058823529412	31.5294117647059	"H"
"1042"	58.7272727272727	27.969696969697	19.2121212121212	7.3030303030303	21.5757575757576	17.5757575757576	12.6363636363636	9.45454545454546	29.6060606060606	59.2702702702703	28.8378378378378	27.0540540540541	10.0540540540541	25.7837837837838	20.2432432432432	14.5675675675676	11.6756756756757	31.4864864864865	"H"
"1043"	71.7941176470588	32.7941176470588	11.9411764705882	4.02941176470588	25.9705882352941	21.0588235294118	16.5294117647059	13.0294117647059	29.5882352941176	65.3428571428571	31.5714285714286	14.7428571428571	5.71428571428571	23.1428571428571	19.7142857142857	12.7714285714286	9.02857142857143	31.0857142857143	"H"
"1044"	66.5588235294118	31.0588235294118	13.7941176470588	4.88235294117647	22.1176470588235	16.7352941176471	11.5	11.3235294117647	29.8529411764706	66.7567567567568	31.5405405405405	14.972972972973	5.10810810810811	23.8648648648649	18.5675675675676	13.6756756756757	12.4054054054054	28.1891891891892	"A"
"1045"	68.1081081081081	31.4864864864865	17.6756756756757	6.2972972972973	26.7297297297297	20.4594594594595	15.5675675675676	11.3783783783784	29.8918918918919	61.3714285714286	30.5142857142857	18.0857142857143	6.6	33.3142857142857	25.0571428571429	15.3428571428571	11.4285714285714	31.1714285714286	"H"
"1046"	64.2631578947368	30.9473684210526	21.1315789473684	7.71052631578947	21.4210526315789	17.6052631578947	14.8421052631579	10.8684210526316	30.4736842105263	68.4857142857143	32.6285714285714	14.6	5.57142857142857	27.2857142857143	21.7142857142857	14.2857142857143	12.2285714285714	30.9142857142857	"H"
"1047"	64.3783783783784	29.7837837837838	18.4054054054054	6.75675675675676	22.3513513513514	17	15.4324324324324	10.8648648648649	29.1621621621622	60.3513513513514	29.027027027027	20.3783783783784	7.59459459459459	23.7297297297297	19.2432432432432	14.0540540540541	10.9189189189189	33.6756756756757	"H"
"1048"	64.4	30.0857142857143	13	4.6	24.7428571428571	18.6857142857143	15.4571428571429	10.2571428571429	27.5428571428571	61.5833333333333	31.0833333333333	19.0277777777778	6.97222222222222	26.0833333333333	20.25	12.3611111111111	14.2777777777778	28.3611111111111	"H"
"1049"	64.5675675675676	29.4324324324324	16.7567567567568	6.02702702702703	23.8918918918919	18.5945945945946	14.972972972973	11.5405405405405	28.4054054054054	60.5833333333333	30.0555555555556	19.9166666666667	7.41666666666667	24.3611111111111	18.3333333333333	13.1666666666667	10.1111111111111	30.1944444444444	"H"
"1050"	57.7058823529412	27.8823529411765	29.7647058823529	10.4117647058824	21.1176470588235	16.6470588235294	14.3823529411765	10.6764705882353	30.7647058823529	60.1621621621622	28.6216216216216	15.8108108108108	5.56756756756757	25.972972972973	19.5675675675676	15.7837837837838	10.9459459459459	30.0540540540541	"H"
"1051"	62.4	32.9428571428571	18.3428571428571	6.77142857142857	26.4	20	16.3142857142857	10.2285714285714	29.8285714285714	66.6666666666667	34.1388888888889	13.4166666666667	5	27.9166666666667	21.5277777777778	13.8333333333333	11.5	30.5277777777778	"H"
"1052"	66.8421052631579	31.0789473684211	16.6842105263158	6.34210526315789	23.0526315789474	18.1578947368421	15.5	11.9736842105263	30.0789473684211	65.6666666666667	31.8055555555556	14.8333333333333	5.77777777777778	22.75	19.3888888888889	12.8055555555556	9.13888888888889	31.3611111111111	"H"
"1053"	62.7297297297297	30.2432432432432	20.5405405405405	6.7027027027027	20.8918918918919	17.0540540540541	12.6216216216216	11.1351351351351	31.0540540540541	57.9142857142857	29.3714285714286	20.4	8.11428571428571	25.2	19.7428571428571	12.7714285714286	10.6571428571429	31.7142857142857	"H"
"1054"	66.5	33.8888888888889	17.9444444444444	6.5	25.5	19.8888888888889	13.0555555555556	11.8333333333333	29.9166666666667	58.5135135135135	30	20.0810810810811	7.24324324324324	23.7027027027027	17.5675675675676	12.9459459459459	10.6486486486486	30.2162162162162	"H"
"1055"	59.1111111111111	28.25	20.6666666666667	8.05555555555556	23.5	18.3055555555556	13.0833333333333	9.52777777777778	28.8888888888889	65.7777777777778	31.1111111111111	18	5.97222222222222	25.2222222222222	18.6944444444444	14.1111111111111	12.2222222222222	29.5	"H"
"1056"	71.7714285714286	32.7714285714286	11.9714285714286	4	26.0571428571429	21.1142857142857	16.3714285714286	12.8857142857143	29.5714285714286	62.1142857142857	32.1714285714286	16.3714285714286	6.68571428571429	25.6	19.6857142857143	14.4285714285714	10.4	31.3428571428571	"H"
"1057"	66.8285714285714	32.8571428571429	13.1714285714286	3.94285714285714	26.7428571428571	19.7714285714286	14.8857142857143	12.2571428571429	28.6857142857143	67.6756756756757	32.6216216216216	12.027027027027	4.02702702702703	22.5135135135135	16.8648648648649	12.1891891891892	11.5945945945946	29.5135135135135	"H"
"1058"	62.8333333333333	32.9166666666667	18.5833333333333	6.77777777777778	26.25	19.8333333333333	16.3333333333333	10.4166666666667	29.9444444444444	62.4	29.4857142857143	19.5428571428571	6.91428571428571	27.9142857142857	21.9428571428571	15.3142857142857	10.9714285714286	29.7428571428571	"H"
"1059"	61.2285714285714	29.0857142857143	19.6	7.37142857142857	19.6285714285714	15.6285714285714	12.1428571428571	8.82857142857143	32.5142857142857	57.5135135135135	28.3783783783784	18.7837837837838	6.75675675675676	23.8648648648649	19.2432432432432	12.9459459459459	10.2972972972973	30.3783783783784	"H"
"1060"	66.4166666666667	31.5	14.6111111111111	4.61111111111111	22.2777777777778	16.75	14.3333333333333	11.1666666666667	28.0277777777778	65.3823529411765	30.4705882352941	21.1470588235294	8.14705882352941	24.6764705882353	19.4411764705882	14.7058823529412	11.5588235294118	34.2941176470588	"H"
"1061"	64.2777777777778	30.0277777777778	12.8611111111111	4.47222222222222	24.4722222222222	18.4444444444444	15.4166666666667	10.1944444444444	27.3333333333333	68.0571428571429	34.3142857142857	17.7714285714286	6.88571428571429	32	25.7428571428571	14.2	11.7714285714286	30.6285714285714	"A"
"1062"	64.7105263157895	29.4210526315789	16.6842105263158	5.92105263157895	23.9736842105263	18.6578947368421	14.8684210526316	11.5789473684211	28.4736842105263	58.9166666666667	27.6666666666667	21.3611111111111	7.86111111111111	24.9166666666667	19.3888888888889	13.1388888888889	11.25	29.8888888888889	"A"
"1063"	57.7714285714286	27.7142857142857	29.6285714285714	10.4	20.9142857142857	16.4857142857143	14.2857142857143	10.5714285714286	30.6571428571429	66.7837837837838	34.0540540540541	13.3783783783784	5	28.1081081081081	21.6756756756757	14.0810810810811	11.4864864864865	30.9189189189189	"H"
"1064"	51.2222222222222	25.4722222222222	27.1111111111111	10.7222222222222	26.6111111111111	19.3888888888889	13.7222222222222	8.86111111111111	33.0555555555556	60.5675675675676	30.027027027027	19.8918918918919	7.45945945945946	24.2162162162162	18.2972972972973	13.2432432432432	10.0810810810811	30.4594594594595	"A"
"1065"	59.4722222222222	28.0277777777778	19.8888888888889	7.38888888888889	26.3888888888889	19.0833333333333	12.5555555555556	10.75	28.8055555555556	67.0833333333333	32.2222222222222	13.1111111111111	4.47222222222222	26.3888888888889	19.8333333333333	13.8888888888889	13	29.3333333333333	"H"
"1066"	67.2051282051282	31.4615384615385	16.5897435897436	6.33333333333333	23.0512820512821	18.1794871794872	15.4358974358974	11.8974358974359	29.8974358974359	65.6571428571429	30.7428571428571	21.1142857142857	8.17142857142857	24.5714285714286	19.3714285714286	14.5428571428571	11.6571428571429	34.3428571428571	"H"
"1067"	62.7368421052632	30.0789473684211	20.4473684210526	6.65789473684211	20.7894736842105	16.8947368421053	12.6315789473684	11.0789473684211	31.1315789473684	65.4054054054054	31	18.0540540540541	6.08108108108108	25.4054054054054	18.8378378378378	14.0540540540541	12.0540540540541	29.5135135135135	"A"
"1068"	66.4857142857143	30.9428571428571	13.8285714285714	5.02857142857143	22.0285714285714	16.6571428571429	11.6285714285714	11.3428571428571	29.9142857142857	58.3333333333333	29.4722222222222	20.4166666666667	8.08333333333333	25.0277777777778	19.6111111111111	12.5555555555556	10.6944444444444	31.9722222222222	"H"
"1069"	66.3243243243243	33.6216216216216	18	6.43243243243243	25.4324324324324	19.7837837837838	13.1081081081081	11.9189189189189	30.0540540540541	60.2368421052632	28.7631578947368	15.7631578947368	5.52631578947368	25.8947368421053	19.4736842105263	15.8684210526316	10.8684210526316	30.2631578947368	"H"
"1070"	58.9411764705882	28.0588235294118	19.2352941176471	7.26470588235294	21.3823529411765	17.4411764705882	12.6764705882353	9.55882352941176	29.5882352941176	62.6944444444444	29.8333333333333	19.6111111111111	6.91666666666667	27.8888888888889	21.9166666666667	15.2222222222222	11.1111111111111	29.7777777777778	"A"
"1071"	57.5	27.75	29.4444444444444	10.3055555555556	21.2777777777778	16.7222222222222	14.4444444444444	10.4444444444444	30.5833333333333	61.4166666666667	30.75	18.3055555555556	6.69444444444444	33.25	24.9444444444444	15.25	11.3888888888889	31.25	"H"
"1072"	71.9444444444444	32.6666666666667	11.7777777777778	3.91666666666667	26.1111111111111	21.1666666666667	16.25	12.8333333333333	29.4444444444444	58.8108108108108	29.7567567567568	19.7297297297297	8.02702702702703	19.5675675675676	14.3783783783784	11.5675675675676	8.54054054054054	32.1351351351351	"A"
"1073"	67.3428571428571	33.2857142857143	14.3142857142857	4.6	27.7142857142857	21.3142857142857	15.7142857142857	11.6857142857143	28.7428571428571	61.5405405405405	31	18.972972972973	6.89189189189189	26	20.1891891891892	12.3783783783784	14.4594594594595	28.3783783783784	"H"
"1074"	60.6857142857143	29.3142857142857	16.6285714285714	6.42857142857143	21.8	15.8285714285714	15.4571428571429	10.5428571428571	27.4571428571429	62.0555555555556	32.1388888888889	16.5555555555556	6.72222222222222	25.5555555555556	19.6111111111111	14.3888888888889	10.5277777777778	31.3888888888889	"H"
"1075"	66.5	30.7777777777778	13.8611111111111	5	21.8611111111111	16.5	11.7222222222222	11.4444444444444	30.1388888888889	58.7837837837838	27.5405405405405	21.2162162162162	7.72972972972973	25.1351351351351	19.4864864864865	13.2162162162162	11.1081081081081	30	"H"
"1076"	58.0555555555556	27.3611111111111	20.2777777777778	7.63888888888889	23.5277777777778	18.8611111111111	14.4444444444444	9.97222222222222	31.1666666666667	64.7027027027027	35.6756756756757	16.5405405405405	6.59459459459459	27.2972972972973	20.5135135135135	15.1621621621622	10.7837837837838	32	"H"
"1077"	66.7631578947368	33.6315789473684	17.8947368421053	6.36842105263158	24.9210526315789	19.3684210526316	13.0789473684211	12.0789473684211	29.8947368421053	66.3333333333333	31.3888888888889	16.8333333333333	6.16666666666667	27.1666666666667	21.3333333333333	13.4444444444444	12.6944444444444	29.25	"A"
"1078"	62.8888888888889	30.1944444444444	19.1666666666667	6.22222222222222	21.4444444444444	16.5	11.7777777777778	10.25	27.8333333333333	63.6285714285714	32.4571428571429	18.9428571428571	6.94285714285714	24.2857142857143	19.8285714285714	13.2857142857143	11.3428571428571	32.2285714285714	"H"
"1079"	59.3142857142857	28.3714285714286	18.9714285714286	7.2	21.5428571428571	17.4571428571429	12.5714285714286	9.62857142857143	29.5714285714286	62.6111111111111	29.25	18.1666666666667	6.38888888888889	23.5	17	14.3611111111111	11.1388888888889	28.5555555555556	"A"
"1080"	61.0277777777778	29.0555555555556	18.5833333333333	6.91666666666667	23.4722222222222	19.3333333333333	16.0555555555556	8.97222222222222	27.6111111111111	68	34.2222222222222	18	6.94444444444444	31.6666666666667	25.5833333333333	14.1944444444444	11.7222222222222	30.5833333333333	"H"
"1081"	62.9722222222222	29.6111111111111	16.8611111111111	6.08333333333333	22.75	18.2222222222222	13.9722222222222	9.41666666666667	29.9722222222222	52.2222222222222	26.0555555555556	25.9166666666667	9.77777777777778	28.5833333333333	20.3888888888889	14.75	11.0833333333333	33.6388888888889	"A"
"1082"	66.4864864864865	31.4324324324324	14.6216216216216	4.67567567567568	22.8918918918919	17.2702702702703	14.1621621621622	11.2432432432432	28.0810810810811	63.8888888888889	30.25	13.5	4.72222222222222	25.6666666666667	19.4722222222222	14.8333333333333	10.7777777777778	29.1388888888889	"H"
"1083"	57.6216216216216	28.1351351351351	20.4054054054054	7.81081081081081	24.9189189189189	18.1351351351351	13.1891891891892	10.7027027027027	30.7297297297297	66.7105263157895	31.5	14.9473684210526	5.10526315789474	23.9210526315789	18.6315789473684	13.6052631578947	12.2894736842105	28.2368421052632	"H"
"1084"	64.5897435897436	29.4102564102564	16.7948717948718	6.02564102564103	24.0512820512821	18.6666666666667	14.8205128205128	11.4871794871795	28.6666666666667	67.0810810810811	32.2972972972973	13.0810810810811	4.40540540540541	26.4054054054054	19.8918918918919	13.7027027027027	12.972972972973	29	"H"
"1085"	67.2222222222222	33.25	14.2777777777778	4.61111111111111	27.8055555555556	21.4166666666667	15.6944444444444	11.6111111111111	28.4722222222222	61.4054054054054	30.9189189189189	18.4324324324324	6.75675675675676	32.8918918918919	24.5405405405405	15.2972972972973	11.2702702702703	31.2972972972973	"H"
