"AWAY_2PA"	"AWAY_2PM"	"AWAY_3PA"	"AWAY_3PM"	"AWAY_FTA"	"AWAY_FTM"	"AWAY_TO"	"AWAY_ORB"	"AWAY_DRB"	"HOME_2PA"	"HOME_2PM"	"HOME_3PA"	"HOME_3PM"	"HOME_FTA"	"HOME_FTM"	"HOME_TO"	"HOME_ORB"	"HOME_DRB"	"WINNER"
"147"	64.25	30.5	17	6	21.5	18.5	19.5	12.5	32.25	57.8333333333333	28.8333333333333	22	8	24.3333333333333	17.6666666666667	14.1666666666667	11.6666666666667	28.6666666666667	"H"
"148"	69.75	31	14.5	5	17.5	13.75	18.25	13.25	31.25	63.8333333333333	27.6666666666667	17.3333333333333	5.5	29	23.1666666666667	13.1666666666667	13.5	29.1666666666667	"H"
"149"	65.5	28.625	15.375	6.125	26.625	20.5	18.5	14.125	30	57.75	26.625	14.75	4.5	27.875	21.5	15	10.5	26.375	"A"
"150"	80.2	34	7.4	2.6	22.6	17	16.6	11.6	33	55.8333333333333	27.6666666666667	18.6666666666667	6.33333333333333	22.3333333333333	17.6666666666667	13.1666666666667	10.1666666666667	28.6666666666667	"H"
"151"	56.6666666666667	25.3333333333333	21.1111111111111	9.66666666666667	22	17.1111111111111	13.2222222222222	10.8888888888889	26.6666666666667	59.3333333333333	31.1666666666667	16.6666666666667	6	23.1666666666667	17.5	16.3333333333333	9.16666666666667	32.3333333333333	"H"
"152"	64	31	14	4.42857142857143	22.8571428571429	17.7142857142857	16.8571428571429	11.8571428571429	28.7142857142857	64.2	30.6	14.6	5.2	25.2	20	15	9.2	32.8	"A"
"153"	62	29.4	17.4	5	24.8	17.8	13.8	9.2	26	59.1666666666667	28.1666666666667	28	10.3333333333333	25.6666666666667	20	16.5	12	32.6666666666667	"H"
"154"	61	29	14.6666666666667	5	28	20.8333333333333	18.3333333333333	11.1666666666667	34.5	61.6	30.4	17.6	6.8	30.2	25.8	14.6	10	31.4	"A"
"155"	68.8333333333333	29.1666666666667	16.3333333333333	5.33333333333333	23.5	19.6666666666667	18.8333333333333	12.5	28.3333333333333	60.8	27	17.6	5.8	39.2	30.4	15.4	9.6	32.2	"H"
"156"	70.8	32.6	20.2	6.2	27	18.4	15.2	15.4	30.2	72.1666666666667	34.5	11.3333333333333	4.5	26	18.1666666666667	17	15	33.8333333333333	"H"
"157"	69.6	31.4	17	5	22.4	18.4	13	13.4	28.2	66.75	31	13.25	5.5	23.5	18.75	15.5	12	28.75	"A"
"158"	60.4285714285714	32.5714285714286	16.8571428571429	4.42857142857143	21.5714285714286	17.1428571428571	16.1428571428571	8.71428571428571	26.7142857142857	69.1666666666667	33.3333333333333	17.5	6.5	24.5	18.5	14.5	13.5	33.5	"H"
"159"	68.1428571428571	29.1428571428571	17.5714285714286	5.71428571428571	23.2857142857143	19.5714285714286	18.5714285714286	12.7142857142857	27.8571428571429	69.1666666666667	35.3333333333333	9.16666666666667	3.33333333333333	30	22.6666666666667	13.3333333333333	12.1666666666667	30.5	"A"
"160"	63.4444444444444	30	16.3333333333333	6.22222222222222	20.8888888888889	16.5555555555556	13.2222222222222	10.6666666666667	31.6666666666667	59.4285714285714	29.8571428571429	20.2857142857143	7.57142857142857	24.8571428571429	18.2857142857143	13.7142857142857	10.7142857142857	29	"A"
"161"	64.1111111111111	27.6666666666667	15.3333333333333	6	27.1111111111111	20.8888888888889	18.7777777777778	14.1111111111111	30.6666666666667	55.375	28	24.625	7.875	29	20.75	14.25	12.125	30.5	"H"
"162"	59.4	27.8	19.2	8.4	23.2	17.6	13.2	8.4	28	64.125	28.875	18.75	5.625	22.375	16	14.625	11.625	28.125	"A"
"163"	72.3333333333333	31.8333333333333	13	4.16666666666667	20.6666666666667	16.3333333333333	16.1666666666667	13.8333333333333	32.8333333333333	58.1111111111111	26.5555555555556	15	4.33333333333333	27.2222222222222	20.5555555555556	15.3333333333333	10.8888888888889	26.7777777777778	"H"
"164"	61	30.2	17.8	7.8	15	12.6	13.4	6.4	30.6	63.6666666666667	30.6666666666667	14.5	5	25	20	15.8333333333333	9.66666666666667	31	"A"
"165"	61.375	33.875	17.25	4.375	20.5	16.25	16.125	8.5	27	63.75	32.25	18	6.5	25.5	19.5	11.5	15.5	29.25	"H"
"166"	57.6666666666667	26.8333333333333	17.6666666666667	6.83333333333333	29.5	22.1666666666667	14.8333333333333	11.1666666666667	31	58.4285714285714	28	29.1428571428571	11.1428571428571	25.4285714285714	20	16.2857142857143	12	32.4285714285714	"A"
"167"	69	31.8333333333333	19.8333333333333	6.16666666666667	24.6666666666667	16.5	15.6666666666667	14.6666666666667	29.6666666666667	64.8	30.2	14.8	4	27.6	20.8	13.8	11	30	"H"
"168"	62.8	30	18.2	6.6	21.8	18.2	19.8	12.2	31.8	63.2	28.4	17.4	5.2	27.4	22.2	16.2	13	33.8	"H"
"169"	58.2	29.2	21	8.8	24.2	18.6	14	9.2	29.2	69.7142857142857	33.8571428571429	17	6.71428571428571	25	18.7142857142857	15	13.5714285714286	33.2857142857143	"H"
"170"	56.5714285714286	29.8571428571429	15.7142857142857	6.14285714285714	31.8571428571429	23.4285714285714	16.8571428571429	7.57142857142857	30.8571428571429	73.375	29.25	8.25	3	24.5	19	17.25	12.625	32.125	"A"
"171"	66	28	12.6666666666667	5	20.3333333333333	15.6666666666667	15.6666666666667	13	24.6666666666667	60.5	29.3333333333333	17.1666666666667	6.83333333333333	31.3333333333333	27.1666666666667	14.6666666666667	9.66666666666667	30	"H"
"172"	68.25	30	16.75	5.625	22.25	18.875	18.625	12.5	27.625	56.2857142857143	26.2857142857143	21	7.85714285714286	19.8571428571429	14	11.8571428571429	9.85714285714286	29.7142857142857	"H"
"173"	63	31	15.125	4.625	26.125	20.375	16.875	10.5	31.25	64.4444444444444	28.6666666666667	18.7777777777778	5.66666666666667	22.3333333333333	15.8888888888889	14.2222222222222	11.7777777777778	27.6666666666667	"A"
"174"	68.4285714285714	32	19.8571428571429	6.14285714285714	24.4285714285714	16.4285714285714	16.2857142857143	14.4285714285714	29.2857142857143	58.125	29	16.875	5.25	31	23.375	15.75	10	31.75	"H"
"175"	64.3333333333333	31.1666666666667	18.5	6.5	21	17.5	18.8333333333333	12.6666666666667	32	56.6	23.8	20.2	6	28.6	23.8	13.8	10.4	32.6	"A"
"176"	65.1428571428571	28.7142857142857	14.2857142857143	4.28571428571429	25.7142857142857	19.5714285714286	16.8571428571429	11.5714285714286	31.4285714285714	69.4285714285714	36	9.71428571428571	3.28571428571429	27.8571428571429	21	13.5714285714286	12.4285714285714	29.5714285714286	"H"
"177"	59.1666666666667	28.5	21.6666666666667	7.16666666666667	24	18.1666666666667	11.5	11	27.8333333333333	64.8	31.4	17.4	6.4	25.2	19	13.2	16	29.4	"H"
"178"	65.1	28.5	15.1	5.8	26.5	20.5	18.4	13.7	30.6	56.2	26.6	23.2	9.4	21.6	16.8	16	12.2	30	"H"
"179"	59	28.5	21.5	8.16666666666667	25.6666666666667	20.1666666666667	13.6666666666667	10	29.5	65.5714285714286	33.8571428571429	14.4285714285714	5.14285714285714	22.7142857142857	17.8571428571429	15.5714285714286	10.1428571428571	30	"A"
"180"	59.1666666666667	27.3333333333333	29.1666666666667	10.6666666666667	18.5	13.5	12.1666666666667	8.33333333333333	31.1666666666667	66.8	29.8	13.4	5.4	23.2	18	14.6	11.2	28.6	"H"
"181"	76.8333333333333	33.8333333333333	8.16666666666667	3	22.6666666666667	16.8333333333333	15.8333333333333	10.8333333333333	31.1666666666667	57.4285714285714	32.1428571428571	20.4285714285714	6.57142857142857	26.1428571428571	21.4285714285714	12	10.2857142857143	28.7142857142857	"H"
"182"	54.2	25.4	26.6	9	26.4	19.2	14.4	8.6	36.6	73	34	11.8571428571429	4.71428571428571	24	16.8571428571429	17.2857142857143	16	33.5714285714286	"A"
"183"	56	29.875	16.375	6.5	29.875	22	16.875	7.375	30.5	71.6666666666667	32.8333333333333	12.6666666666667	3.5	24.1666666666667	19	12.8333333333333	9.5	29.6666666666667	"A"
"184"	60.6666666666667	29	18.3333333333333	7.83333333333333	22	17	13.5	8.66666666666667	29.6666666666667	60.5	28.5	17.1666666666667	5.5	39.6666666666667	30.3333333333333	15	9.33333333333333	32.3333333333333	"A"
"185"	52.1666666666667	25	26.5	9	27	19.8333333333333	15	8.66666666666667	35.5	69	33	14.8333333333333	4.33333333333333	25.8333333333333	19.3333333333333	13.8333333333333	13	30.1666666666667	"A"
"186"	59.375	26	20.625	9.125	27.25	19.375	12.25	11.75	29.5	59.8571428571429	29.4285714285714	17	6.71428571428571	29.2857142857143	25.4285714285714	14.2857142857143	9.28571428571429	30	"H"
"187"	65.25	28.75	13.5	4.5	20.5	15.5	15.25	13.5	24.5	63.8571428571429	30.4285714285714	21	7.57142857142857	23.7142857142857	17.2857142857143	14.2857142857143	11	35.2857142857143	"A"
"188"	67.75	32.25	19	6.125	22.25	17.25	13.25	11.875	36.25	69.25	34.125	17.5	6.875	26.5	19.375	14.25	13.375	34	"H"
"189"	67.375	32	19.75	6.25	25.5	17.625	15.625	13.5	29	57.875	33.125	19.5	6.375	26.875	21.5	12.375	10	29.875	"H"
"190"	65.125	29.875	14	4.125	26	19	16.75	11.375	30	56.5	26.5	20.625	7.625	21.625	15.25	11.875	9.75	30.75	"H"
"191"	60	28.2857142857143	21.2857142857143	6.42857142857143	22	16.7142857142857	11.1428571428571	10.8571428571429	26.4285714285714	59	31.2857142857143	16.8571428571429	6.28571428571429	22.8571428571429	17	16.5714285714286	9.42857142857143	32.4285714285714	"A"
"192"	65.3636363636364	29.2727272727273	14.8181818181818	5.45454545454545	26.0909090909091	20.0909090909091	18	13.2727272727273	30.1818181818182	68.5	31.8333333333333	13.5	5.33333333333333	22.3333333333333	16.8333333333333	14	11.5	29.5	"H"
"193"	70	32.3333333333333	16	5.33333333333333	21	17.1666666666667	13	12.3333333333333	29.8333333333333	73.6666666666667	29.4444444444444	8.44444444444444	3.22222222222222	24.4444444444444	19.2222222222222	16.8888888888889	12.8888888888889	31.3333333333333	"A"
"194"	59.1428571428571	27.8571428571429	19	8.42857142857143	23	18.4285714285714	14	9	28.8571428571429	62.8333333333333	30.8333333333333	18.8333333333333	7.16666666666667	24.3333333333333	18.6666666666667	13.8333333333333	16.5	30.5	"H"
"195"	71.2857142857143	31.4285714285714	13.4285714285714	4	21	16.4285714285714	15.7142857142857	13.4285714285714	31.5714285714286	59.7777777777778	29.7777777777778	16.5555555555556	5.22222222222222	31.5555555555556	24.3333333333333	15.2222222222222	10.3333333333333	32	"H"
"196"	60.5555555555556	32.7777777777778	17.2222222222222	4.88888888888889	20.4444444444444	16.1111111111111	16.7777777777778	8.22222222222222	26.8888888888889	69.25	36.375	10.25	3.5	27.875	21.375	13.875	12.75	29.5	"H"
"197"	59.1111111111111	26.1111111111111	21.2222222222222	9	25.4444444444444	18.3333333333333	12.5555555555556	11.8888888888889	29.6666666666667	68.5714285714286	32.8571428571429	15.1428571428571	4.14285714285714	25.2857142857143	19	13.7142857142857	12.7142857142857	30.8571428571429	"A"
"198"	60.2857142857143	29.8571428571429	15	5.71428571428571	28.2857142857143	20.4285714285714	18.2857142857143	10.8571428571429	33.7142857142857	57.1	26.5	14.9	4.7	26.8	20.2	15.9	10.2	27.6	"A"
"199"	57.7142857142857	28.4285714285714	19.8571428571429	7.28571428571429	28.1428571428571	20.8571428571429	14	11.2857142857143	31.7142857142857	73	33	12.5	4	25.3333333333333	18.3333333333333	13.5	13.5	32	"A"
"200"	66.3333333333333	32	20.1111111111111	6.88888888888889	20.7777777777778	16.2222222222222	13.3333333333333	11.4444444444444	35.3333333333333	65.75	33.375	15.625	5.625	24.75	19	15	10.5	30.75	"A"
"201"	62.3333333333333	30.7777777777778	15.2222222222222	4.55555555555556	28	22.1111111111111	17.1111111111111	10.6666666666667	30.8888888888889	71.8571428571429	32.7142857142857	13.5714285714286	4	24.7142857142857	18.7142857142857	13.4285714285714	11.1428571428571	29.4285714285714	"A"
"202"	67.3333333333333	31.6666666666667	19.3333333333333	6	26.3333333333333	18.6666666666667	15.4444444444444	13.2222222222222	29.2222222222222	57.375	27.375	30.125	11.375	24.75	19.5	16.375	12.125	32.125	"H"
"203"	64.4285714285714	30.7142857142857	18.5714285714286	6.57142857142857	20.2857142857143	17	17.7142857142857	12	32.5714285714286	54	27.4444444444444	24.3333333333333	7.88888888888889	31.7777777777778	22.6666666666667	14.6666666666667	11.5555555555556	30.7777777777778	"H"
"204"	60.75	29	20.75	6.5	22	16.875	10.75	10.625	26.75	64.2	29.1	18.8	5.7	23	16.4	14.6	11.6	27.4	"H"
"205"	60.8571428571429	29.1428571428571	21.4285714285714	8.28571428571429	26.4285714285714	20.5714285714286	13.1428571428571	10	29.5714285714286	68.8888888888889	36.1111111111111	11	4.22222222222222	28.5555555555556	21.4444444444444	13.4444444444444	12.6666666666667	29.8888888888889	"A"
"206"	76.2857142857143	32.8571428571429	8.28571428571429	2.85714285714286	23.8571428571429	17.5714285714286	15.2857142857143	10.5714285714286	29.4285714285714	63.7142857142857	30.1428571428571	14.2857142857143	4.71428571428571	24.8571428571429	19.7142857142857	15.1428571428571	9.57142857142857	30.8571428571429	"A"
"207"	58.8333333333333	29.1666666666667	18.8333333333333	8.16666666666667	16	13.1666666666667	13.3333333333333	6.16666666666667	31.3333333333333	59.3333333333333	24.3333333333333	19.5	5.66666666666667	28.5	23.8333333333333	13.1666666666667	11.6666666666667	33.6666666666667	"H"
"208"	68.1111111111111	30.2222222222222	16.4444444444444	5.55555555555556	21.1111111111111	17.7777777777778	18	11.6666666666667	28.2222222222222	72.375	33.875	12	4.5	24	17.125	16.875	15.75	32.5	"A"
"209"	63.1	29.6	16.6	6.6	21.6	17.4	13.8	10.8	32.4	60.1428571428571	28.8571428571429	17.1428571428571	5.71428571428571	37.1428571428571	28.5714285714286	15.1428571428571	9.28571428571429	31.4285714285714	"H"
"210"	60.625	29.625	21	8.125	26.625	20.25	13.5	10.25	29.75	58.875	31.25	17.5	6.5	21.375	15.625	16.875	9.75	32.25	"A"
"211"	56.6	25.2	22.4	9.8	21.6	16.5	12.8	11.5	25.9	67.1428571428571	31.2857142857143	13.8571428571429	5.71428571428571	24.7142857142857	18.2857142857143	14	11.1428571428571	29.8571428571429	"A"
"212"	61.5714285714286	28.1428571428571	14.8571428571429	6.42857142857143	20.8571428571429	16.5714285714286	15.1428571428571	8	30.5714285714286	70	34.8888888888889	17.7777777777778	6.77777777777778	25.2222222222222	18.7777777777778	13.7777777777778	13.7777777777778	33.3333333333333	"H"
"213"	60.5555555555556	29	21.4444444444444	6.88888888888889	20.7777777777778	15.8888888888889	11.1111111111111	10.4444444444444	26.8888888888889	69.2857142857143	33.7142857142857	15.4285714285714	4.57142857142857	35.2857142857143	26.5714285714286	14.8571428571429	13.4285714285714	30.1428571428571	"A"
"214"	69.2857142857143	31.8571428571429	15.7142857142857	5.71428571428571	22.2857142857143	18	13.2857142857143	12.4285714285714	29.8571428571429	56.8181818181818	26.5454545454545	14.7272727272727	4.72727272727273	26.3636363636364	19.7272727272727	16.4545454545455	10	27.6363636363636	"H"
"215"	53.5714285714286	26	25.4285714285714	8.57142857142857	27.4285714285714	20.2857142857143	14.4285714285714	9.28571428571429	35.5714285714286	60	30.1	16.3	5.3	30.6	23.7	14.8	9.9	32.1	"H"
"216"	62.5	28.625	15.875	6	27.75	21.75	12.5	11.875	30.5	56.8888888888889	27.3333333333333	20.1111111111111	7.77777777777778	21.5555555555556	15.1111111111111	12	9.66666666666667	30.4444444444444	"A"
"217"	67	31	15.8	5	18.4	14.6	16.8	11.6	30.2	63.6666666666667	29.6666666666667	17.6666666666667	5.16666666666667	27.5	22.1666666666667	15.1666666666667	12.6666666666667	33.5	"H"
"218"	68.8	31.2	17.2	6.8	28.8	22.2	12.6	13.4	33.2	64.375	30.25	21.875	8	23.5	17.25	14.875	11.25	36.125	"H"
"219"	70.875	31.25	12.875	3.75	21	15.875	15.75	13.5	31.375	69.2857142857143	31.2857142857143	14.5714285714286	5.42857142857143	29.4285714285714	22.7142857142857	12.7142857142857	13.7142857142857	32.2857142857143	"A"
"220"	56.1818181818182	25.5454545454545	21.9090909090909	9.54545454545454	21.7272727272727	16.5454545454545	12.8181818181818	11.5454545454545	25.6363636363636	59.6666666666667	28.8888888888889	29.7777777777778	11.5555555555556	24.3333333333333	19.2222222222222	16.5555555555556	13	32.8888888888889	"A"
"221"	61.75	27.5	16.125	7	21.5	17	14.875	8.375	29.875	59.375	28.5	17.875	6.375	35.5	27.375	15	9.5	31.375	"H"
"222"	63.75	31.375	13.875	4.75	22.5	17.25	17	11.5	27.875	67	33.2222222222222	15.5555555555556	5	23.7777777777778	18.4444444444444	15.2222222222222	11.4444444444444	31.1111111111111	"A"
"223"	64.1666666666667	30.8333333333333	17.8333333333333	5.16666666666667	25	18.6666666666667	13.1666666666667	10.3333333333333	27	62.7142857142857	27.5714285714286	17.5714285714286	6.28571428571429	30.4285714285714	23.4285714285714	13.1428571428571	13.2857142857143	29.7142857142857	"A"
"224"	67.1	30.2	16.3	5.8	21.4	17.9	17.7	11.2	28.9	70.8571428571429	31.5714285714286	13	4.28571428571429	25	18.7142857142857	14.1428571428571	12.5714285714286	31.8571428571429	"H"
"225"	65.375	31.125	18.875	6.5	19.625	16.125	17.75	12.5	32.5	60.0909090909091	30.4545454545455	16	5.36363636363636	30	23.4545454545455	14.5454545454545	9.81818181818182	32.2727272727273	"H"
"226"	68	32.3333333333333	15.5	4.83333333333333	17	13.5	16.5	11.1666666666667	30.6666666666667	59.5714285714286	25.5714285714286	19.5714285714286	5.71428571428571	27.8571428571429	23.1428571428571	12.2857142857143	10.4285714285714	33.2857142857143	"H"
"227"	66.8333333333333	31.5	17.5	6.66666666666667	31.5	24	13.1666666666667	12.5	33.1666666666667	72.1111111111111	33.5555555555556	12.1111111111111	4.55555555555556	23.4444444444444	16.8888888888889	16.6666666666667	15.2222222222222	32	"A"
"228"	65.2222222222222	30.7777777777778	13.6666666666667	4.11111111111111	24.4444444444444	18	16.4444444444444	10.8888888888889	29.3333333333333	54.5	26.3333333333333	23.3333333333333	9.5	22.6666666666667	17.6666666666667	15.6666666666667	10.8333333333333	29.6666666666667	"H"
"229"	61.9	30	21.8	7	21.8	17.1	11.4	11.5	27.2	68.4	35.4	11.1	4.2	28.2	21.1	14	12.6	29.7	"A"
"230"	66.875	30.25	16.875	6.375	22.625	18.125	13.875	12.25	29.625	53.5	27.3	24.5	8.3	31.6	22.6	15	11.1	31.1	"H"
"231"	58.4285714285714	26.7142857142857	29.4285714285714	10.5714285714286	19	14.4285714285714	12.4285714285714	8.85714285714286	31.1428571428571	58.8888888888889	33.2222222222222	20.1111111111111	6.66666666666667	26.4444444444444	21	12.4444444444444	10.6666666666667	30.5555555555556	"H"
"232"	74.5	33.125	8.625	2.875	25.625	19.375	14.75	10.5	28.25	57.6666666666667	26.8333333333333	14.5833333333333	4.91666666666667	26.3333333333333	19.6666666666667	15.9166666666667	10	27.6666666666667	"H"
"233"	55.8888888888889	30.2222222222222	16.1111111111111	6.22222222222222	31	23.1111111111111	16.4444444444444	6.88888888888889	30.7777777777778	56	28.5714285714286	18.4285714285714	6.28571428571429	22.5714285714286	18.4285714285714	13	9.85714285714286	28.4285714285714	"H"
"234"	56.8333333333333	25.8333333333333	22.25	9.66666666666667	21.1666666666667	16.25	12.8333333333333	11.8333333333333	26.75	67.875	32.25	15.375	4.375	26	19.625	13.25	13	30.375	"A"
"235"	56.2	30.2	16.4	6.3	29.2	21.8	16.1	7.2	29.7	63.7142857142857	29.8571428571429	18.4285714285714	5.57142857142857	26.2857142857143	21	14.4285714285714	12.7142857142857	33.1428571428571	"H"
"236"	59	28.4285714285714	18.5714285714286	7.71428571428571	17.5714285714286	14.2857142857143	13.4285714285714	6.42857142857143	31.2857142857143	59.2222222222222	29.3333333333333	18.5555555555556	7.11111111111111	34.7777777777778	26.6666666666667	14.6666666666667	9	32.4444444444444	"A"
"237"	66.2	28.6	15	5.4	24.6	18.8	14.8	13	27.4	70.875	32.125	12.875	4.125	24.5	18.375	14.25	12.5	31.75	"H"
"238"	68.7	32.4	19.4	6.1	26.9	19.4	15.3	13.6	29.4	58.75	25	20	6.25	29.25	24.125	12.375	10.5	33.625	"H"
"239"	65.7777777777778	31.3333333333333	19.2222222222222	6.55555555555556	18.8888888888889	15.3333333333333	16.8888888888889	12.1111111111111	31.3333333333333	59.4	33.6	20.2	6.6	26.8	21.5	12.9	10.7	31.2	"H"
"240"	68.8571428571429	32.7142857142857	15.7142857142857	4.85714285714286	16.8571428571429	13.1428571428571	15.7142857142857	11.8571428571429	30.7142857142857	63.25	30.875	13.875	4.75	24.75	19.25	15.5	9.5	30.375	"H"
"241"	66	32.2857142857143	16.8571428571429	6.57142857142857	30.8571428571429	23.7142857142857	13.5714285714286	12	33	66.7777777777778	32.2222222222222	15.3333333333333	4.44444444444444	25	18.8888888888889	13.1111111111111	12.5555555555556	29.7777777777778	"A"
"242"	68.1111111111111	30.6666666666667	16	5.88888888888889	22.2222222222222	17.7777777777778	14	12.6666666666667	29.2222222222222	62	27.125	17.875	6.375	29.75	22.875	13	12.875	29.875	"H"
"243"	57.25	26.125	30	10.5	17.875	13.625	14.375	9.375	30.5	53.4285714285714	26.8571428571429	23.4285714285714	9.57142857142857	22.1428571428571	17.2857142857143	15.5714285714286	10.1428571428571	29.2857142857143	"H"
"244"	72.3333333333333	32.6666666666667	8.88888888888889	3.33333333333333	25.8888888888889	19.2222222222222	15.2222222222222	9.88888888888889	27.6666666666667	52.6363636363636	27.2727272727273	24.1818181818182	8.45454545454546	30.9090909090909	22	15.3636363636364	10.3636363636364	30.8181818181818	"H"
"245"	72.4444444444444	31.7777777777778	12.6666666666667	3.55555555555556	22.2222222222222	16.8888888888889	16.1111111111111	14	31.5555555555556	65.875	30.75	13.625	5.375	25	18.75	13.75	10.75	28.75	"A"
"246"	57.3076923076923	26.2307692307692	21.6153846153846	9.38461538461539	21.3076923076923	16.3846153846154	12.7692307692308	11.8461538461538	26.6923076923077	59.9166666666667	30.5833333333333	16.5	5.58333333333333	30.1666666666667	23.6666666666667	14.4166666666667	10.1666666666667	32.9166666666667	"H"
"247"	63.3333333333333	27.6666666666667	16.2222222222222	6.77777777777778	21.6666666666667	17.3333333333333	14.3333333333333	8.77777777777778	29.5555555555556	67.4545454545455	34.4545454545455	11.4545454545455	4.18181818181818	28.5454545454545	21.6363636363636	14.2727272727273	12.4545454545455	29.4545454545455	"H"
"248"	58.1	26.1	21.6	9.2	24.9	18.2	12.7	11.6	29.8	64.625	30.875	18.25	5.75	25.5	20.25	14.5	13	33.125	"H"
"249"	59.5	29.125	20.125	7	27	20	13.625	12.25	32	58.0769230769231	27.2307692307692	14.4615384615385	4.84615384615385	26.8461538461538	20.2307692307692	15.6923076923077	10.0769230769231	27.3846153846154	"A"
"250"	62.3	30.8	15.5	4.7	28.5	22.5	17.1	10.9	30.7	66.5	32.6	15.7	5	24.9	19.1	15.2	11.2	30.6	"A"
"251"	68.2727272727273	32.9090909090909	19.3636363636364	6.18181818181818	26.5454545454545	19	15.2727272727273	13.0909090909091	29	55.9	26.8	20.5	7.6	21.3	15.1	12.5	9.6	30.6	"H"
"252"	66.875	32	15.875	4.875	17	13	15.875	10.75	29.625	71.25	33	14.75	4.25	22.875	17.5	13.875	11.375	29.25	"A"
"253"	65.3	30.8	13.4	4.1	24.4	18.3	15.7	10.8	28.4	55.75	28.125	18.5	6.5	24.125	19.875	13.375	10.75	28.5	"H"
"254"	60.3333333333333	29.8888888888889	21.1111111111111	8.11111111111111	27.2222222222222	21.2222222222222	13.3333333333333	9.88888888888889	28.8888888888889	72	33.9	12.4	4.6	23.1	16.5	16.2	14.9	31.3	"A"
"255"	72.5	32.7	8.9	3.3	25.4	18.7	15.4	10.3	28.1	59.5	29.5	20.75	7.75	25.125	18.125	13	10.25	28.875	"H"
"256"	63	31.5555555555556	13.7777777777778	4.55555555555556	23.2222222222222	18	17.8888888888889	11	29	58.1111111111111	31	17.8888888888889	7	21.6666666666667	15.8888888888889	17.4444444444444	9.55555555555556	32	"H"
"257"	63.7142857142857	30.8571428571429	18.7142857142857	6.28571428571429	23	17	12.4285714285714	10.1428571428571	27.5714285714286	69.5	31.25	14.125	5	29.625	23.25	14.125	13.375	32.5	"H"
"258"	60.125	29.875	14.875	5.25	28.375	20.75	17.625	10.75	32.375	65.7777777777778	31	21.8888888888889	8	23.2222222222222	17.5555555555556	14.6666666666667	12.1111111111111	35.5555555555556	"A"
"259"	62.5555555555556	28.8888888888889	15.3333333333333	6	26.3333333333333	20.3333333333333	12.5555555555556	11.2222222222222	30.5555555555556	58.4	28.2	29.9	11.4	24.5	19.6	16	12.4	32.5	"H"
"260"	65.6666666666667	29.3333333333333	14.8333333333333	5.33333333333333	26.5833333333333	20.5	17.6666666666667	13.5	30.25	70.4	35.7	17.8	6.5	24.3	18.3	14.3	13.9	33.9	"H"
"261"	57.2857142857143	26.2857142857143	20.8571428571429	8.85714285714286	21.5	16.5	13	11.6428571428571	26.3571428571429	61.375	30.25	16.75	6.375	26.875	23.375	13.875	9.375	30.125	"A"
"262"	63.6666666666667	28.1666666666667	15.6666666666667	6.16666666666667	23.8333333333333	18	15	12	26.1666666666667	61	30.2222222222222	19.7777777777778	7.44444444444444	25.4444444444444	18.1111111111111	13.1111111111111	10.5555555555556	29.7777777777778	"H"
"263"	68.6666666666667	32.5	18.5833333333333	5.91666666666667	26.75	19.3333333333333	15	12.9166666666667	29.25	72.5	29.7	9.2	3.6	24.7	19.1	16.2	12.3	30.8	"A"
"264"	62.4545454545455	28.8181818181818	16.9090909090909	6.90909090909091	22	17.8181818181818	14.1818181818182	10.7272727272727	32	63.3333333333333	30.8888888888889	13.7777777777778	5	23.6666666666667	18.2222222222222	15.8888888888889	9.44444444444444	30.4444444444444	"H"
"265"	53.75	26.375	25.5	8.125	27.125	19.625	14	10.125	34.125	64.6363636363636	29.2727272727273	18.2727272727273	5.54545454545455	24.0909090909091	17	14.4545454545455	11.8181818181818	27.7272727272727	"A"
"266"	57.6363636363636	26.0909090909091	21.6363636363636	9.09090909090909	25.2727272727273	18.5454545454545	13.2727272727273	11.4545454545455	29.7272727272727	59.2222222222222	25.3333333333333	20.1111111111111	7	30.4444444444444	25.4444444444444	12.7777777777778	11.1111111111111	33	"H"
"267"	63.6	29.7	15.4	5.6	25.4	19.5	12.1	11.1	30.1	67.2	32.3	15.3	4.6	25	19	13.5	12.9	29.9	"H"
"268"	64.5	31.625	17.25	7	30.875	23.5	13.75	11.875	32.25	68	32	15.7272727272727	4.81818181818182	25.2727272727273	19.5454545454545	15.3636363636364	12.5454545454545	30.2727272727273	"H"
"269"	66.4615384615385	29.4615384615385	14.9230769230769	5.23076923076923	26.5384615384615	20.3076923076923	17.7692307692308	14.0769230769231	29.5384615384615	58.2	31	18.2	6.8	23.5	17.2	17.4	10.2	32.6	"H"
"270"	57	26.3333333333333	30.4444444444444	10.5555555555556	16.5555555555556	12.7777777777778	14.6666666666667	9.66666666666667	30.1111111111111	68.6666666666667	31.3333333333333	14.7777777777778	5.66666666666667	29.6666666666667	22.8888888888889	13.5555555555556	12.7777777777778	31.6666666666667	"H"
"271"	53.2222222222222	26	25.5555555555556	8.33333333333333	27.4444444444444	19.5555555555556	14.2222222222222	9.44444444444444	34.6666666666667	60.4285714285714	30.5714285714286	19.4285714285714	7.28571428571429	24.4285714285714	18.7142857142857	13.5714285714286	15.4285714285714	30.2857142857143	"A"
"272"	58.625	28.875	19.5	7.875	17.625	14.625	13.625	7.125	31.75	65	31.5555555555556	18	5.44444444444444	25	19.8888888888889	14.7777777777778	13.1111111111111	33.2222222222222	"A"
